Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Unnamed: 69
Belize,BLZ,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32116.7198537019,35044.6523757898,36199.7789359508,35771.7727600181,34811.5958301572,33800.601950421,32751.38194611,33261.3507493607,33917.6892503787,35582.8473250848,35123.7753875546,35934.185461884,37985.6040527383,38347.4375543732,37817.6960122042,37368.2658985351,36795.253156914,34693.2884853311,33325.934718571,32464.7277739863,31184.8247645952,31164.4306903457,31389.3815422317,31168.4430154571,30666.0821435448,29301.3467689214,27812.2810207784,26573.5841008858,26369.7321879891,24538.522747626,29383.6242029365,30709.1496897868,29945.535136725,31347.1771925391,
Bermuda,BMU,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13128.3192623,13065.6328199182,13267.8165093902,13514.0436490575,13708.3225148106,13893.93198501,14154.2989300098,14584.393887063,14392.1835226653,14493.2360558489,14482.9377281912,14555.7606687706,14669.5814589019,14971.8536005328,15314.5611334646,15716.1238968992,16104.3897317374,16749.9233093761,17036.2160558782,17330.3649470107,17819.2026693398,18345.0885432436,19305.963564424,19906.7729132398,20734.4438216101,21332.1154128054,21428.6817689461,20915.9696426745,20347.6657285822,19443.7772008795,18501.8544434328,18453.7980039769,18543.6167998285,18383.6885238898,
Brazil,BRA,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32045.0345629148,31036.249010528,31300.6459432924,32419.6249634977,33062.2091571686,34226.8314603134,34480.5509646589,34155.0446247849,33554.6102501098,34062.0258846128,33602.5508591608,33446.7393389182,33405.5022232838,34011.5553213707,34309.3040987948,34900.0057032547,36462.8085263444,37362.2574758628,37086.5015871274,39603.4602794925,41004.6612915202,41342.8667071323,41958.2643779378,41620.5007869547,40241.3603240311,39749.3215058047,40207.0253818843,40287.8207414582,39945.5086419838,41893.3237282763,41904.8315182294,40322.9212545869,41147.6933819408,42228.5579790539,
Barbados,BRB,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40387.5693135639,38375.7980076074,38963.5208051821,38463.9754712186,36952.721217163,36485.296773692,37970.8068903174,38188.1499507681,37371.7112066327,38394.5264133698,37502.3475886164,37664.9825675099,38455.774299609,37738.7670731244,38790.6456203481,40743.4329294214,40768.7707552927,41169.709012787,39834.446407179,39190.1171299055,39082.6631408978,39560.3693662465,38531.6417328735,39768.0295307575,38713.252385521,38154.8005898944,38113.9554373639,37623.8667481583,38213.5308555454,33387.0598378535,33002.4090513931,38698.0690901558,39911.1572151444,41377.275215813,
Brunei,BRN,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284932.756652888,266913.134062984,256342.588444326,250193.642857053,245076.513146481,236774.416399483,243716.778123835,220359.500114012,222405.499184438,222614.839542215,218690.700784982,221214.373111109,223294.463458549,218221.038298972,213385.608707047,217363.098409134,205743.69307718,195165.716915099,188808.00949576,190585.289036607,193952.311459142,192373.724329193,185612.056261797,178557.022659271,176841.433728144,171581.196120316,172848.901924822,165771.589759565,169846.447524136,172701.764452571,163716.818724286,159454.946932874,159908.131702399,165413.021946675,
Bhutan,BTN,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8393.78098660593,9100.02727996054,9641.07431577371,10077.2393713634,10856.9346859984,11363.8846031771,11665.653894583,12004.1936220056,12538.949805543,12543.4515131155,13019.0751103438,13855.5829026513,14383.3584777606,14669.9916678666,15258.3981615033,15688.203338392,17879.9699251484,18280.3226184871,19272.1184557054,21472.8667270838,23075.6570215691,24638.8694634079,24501.6091884012,26542.8408297862,27561.85031641,29571.1248532552,29849.4141791747,30532.0460441175,29729.1179836934,26297.0195518952,26460.5789084791,30393.8934192437,29616.6444628144,,
Botswana,BWA,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36906.8236672607,37837.2653147865,38328.0144466557,39552.1766195267,41082.4710674656,42265.5982944371,44191.8444159512,42995.5527566942,44666.4502375313,43412.2091997795,43390.599063735,46106.0390734804,48351.8434567671,46946.6521193216,46542.2723874159,47793.6529289266,48108.6136531548,47361.4748176693,39041.0603874708,44870.032463757,46529.4516179194,45269.62289881,49499.7076930576,51530.9997550548,48324.1729847668,50977.7941233764,52094.6315505252,52985.9281020112,53491.737561241,49768.2284325771,54141.6906839422,55903.1010293384,53442.7715816811,50517.2387518872,
Central African Rep.,CAF,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3775.14554520976,3440.09718033965,3354.04656926188,3416.23051128258,3568.73818459997,3342.68293450486,3423.37797269269,3485.2270502614,3508.34557546812,3320.37134129285,3392.13842712788,3435.6630802172,3166.46694377537,3278.79108069551,3230.38675867987,3316.11792189996,3408.01150189532,3407.3402714522,3740.82276317233,3968.25766535091,4090.95940155613,4291.54934272773,2738.66226227421,2791.55026723688,2938.71763499648,3023.32542171542,3110.2466852684,3172.34254763292,3228.65003736153,3248.78805562294,3241.95484832648,3232.77447598942,3216.83608421757,3148.44269089091,
Canada,CAN,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83102.2469403738,84867.0499689557,86790.8798050846,88856.5795554806,89704.6731672741,90444.7939153601,92320.423194116,93623.7300597312,95982.5004151108,98476.4807383755,99103.4269253534,99619.6495281468,98984.6727327574,100383.75993537,102252.161558475,103043.880173691,103018.304432169,102559.219393102,101022.867766157,102801.681687062,104423.433244451,104771.299813817,105756.296787715,108378.747633038,108376.954745707,108776.054517772,109696.896761305,110704.699657944,110430.50597969,111042.871118821,112202.165429966,111740.979520838,109849.073990664,109417.106590483,
Central Europe and the Baltics,CEB,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38325.8156358651,36716.6406361816,37506.7010753361,38873.8547454311,41022.7829019396,42623.171907444,42941.7888541608,43861.2908999387,45312.0846204443,47879.3499572662,50059.3407905635,52610.9207041175,54311.6201684393,57333.856167276,59321.272570725,62085.8688145253,64346.9165005114,65909.1465587558,65626.3914543565,66705.7508756936,69343.4714771356,69855.9556430638,70333.4257371611,71263.9830655696,73121.5746601059,74273.4862946013,76729.002670359,80000.038767738,82940.8654846645,81515.7551396584,86838.0003709698,89247.3308928781,89643.3547907496,91508.8873458286,
Switzerland,CHE,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118863.531841701,118507.355377462,118416.958632776,121069.031984335,120152.836675508,114952.361647629,117939.774834856,119395.01194352,120269.960609877,124482.097212364,124145.181558327,123264.208881934,123357.565199194,126840.464943293,129874.335045997,132585.430647545,135053.740151563,135176.009926988,131051.613305753,137260.821255385,136446.964895822,136433.861449797,137528.04586371,138322.553493276,138474.217481298,139096.177668694,139845.253851302,142685.245692624,143411.166919806,140669.813316908,148833.523100289,152542.945174907,149788.796543549,149970.218485712,
Channel Islands,CHI,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32732.6004193328,34773.2076495972,36073.9014654211,37476.9186320659,39112.4414421219,41894.405666768,44077.0640830534,45081.7267171349,46150.2945880956,47850.1273254039,49216.2454824496,50224.3191764223,50947.5351524756,53264.9558943667,54539.6785704059,55490.6040254389,56522.2303719287,57058.901028302,56996.1466136054,55677.1989062295,56347.4134042448,58561.2098124118,59294.7687766884,59510.4260078286,59739.3590035533,59993.1837305469,59228.2679865208,60250.5717770307,59490.6161227729,64093.5695077388,68026.3944331136,65161.2748054022,63928.4562533417,65020.9966667894,
China,CHN,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3279.98301317201,3712.76505423437,4206.53199151936,4721.98104444241,5196.22203323443,5661.65721608067,6121.27521567607,6535.15446008676,6976.91830652546,7508.08233444329,8074.03747765391,8738.60821150108,9529.24339715712,10354.5772045455,11398.7998990944,12705.3964500654,14405.2804526472,15770.3966381375,17223.817865873,18968.3219391726,20649.9669763093,22258.0201916817,23987.4531053891,25748.440566635,27525.944530077,29368.9159267195,31434.1717019663,33601.3928369762,35777.2153203047,37365.9271812942,39480.6030794518,41490.2318856884,43341.4185386626,45494.3319336861,
Cote d'Ivoire,CIV,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15719.5750957259,15035.1251311535,14247.4059620469,13643.9016467384,13873.0323438327,14324.7888844496,15061.3191158967,15107.2871524544,14790.7798727396,14387.3900644762,13741.4353699428,13052.9937952162,12159.3692630432,12241.4511419898,12068.07331349,12097.5568326806,11956.8514656162,12114.4419457973,12056.3916659267,12388.4559846452,11363.701895842,11836.0082286814,12358.9983027872,13054.0153671955,13564.6607924727,14077.1274275355,15083.6351340213,15487.5755387198,16182.2996411821,15804.1073863294,16085.1469306257,16422.8570880849,16998.5268945658,17471.8796870819,
Cameroon,CMR,GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10456.8860124405,9851.65908208756,8816.93382148066,8696.40233752569,8663.61640426783,8716.50825522446,8823.03698525366,8953.22534727938,9077.57833549128,9150.84339490171,9265.24666746718,9319.52068914398,9456.44041506708,9744.01247077241,9606.04899606647,9622.51304299992,9681.80453641262,9902.18722732611,10127.5655951092,10416.3765835342,10584.1004374245,10887.7065258241,11241.7687920279,11647.8987160613,12042.2619905425,12355.6086635185,12591.4061261742,12888.2282500309,13117.9581089333,13084.1288146246,13249.3626608424,13207.2195559923,13221.3136424701,13354.678499246,
