Country,Year,Coffee type,Population,Domestic_Consumption,Import_Consumption,Total_Consumption,Consumption_Per_Capita_kg,Consumption_Per_Capita_g
Bolivia,2009,Arabica,10016275.0,2760000.0,,2760000.0,0.27555153986886344,275.5515398688634
Bolivia,2010,Arabica,10182345.0,2850000.0,,2850000.0,0.27989623215477377,279.89623215477377
Bolivia,2011,Arabica,10348929.0,2940000.0,,2940000.0,0.2840873678812561,284.0873678812561
Bolivia,2012,Arabica,10515807.0,3030000.0,,3030000.0,0.28813765790870827,288.13765790870826
Bolivia,2013,Arabica,10682608.0,3120000.0,,3120000.0,0.2920635110826869,292.0635110826869
Bolivia,2014,Arabica,10848888.0,3210000.0,,3210000.0,0.2958828591464858,295.8828591464858
Bolivia,2015,Arabica,11014705.0,3300000.0,,3300000.0,0.29959948995456526,299.59948995456523
Bolivia,2016,Arabica,11180020.0,3420000.0,,3420000.0,0.30590285169436193,305.9028516943619
Bolivia,2017,Arabica,11344587.0,3510000.0,,3510000.0,0.3093986585849269,309.39865858492686
Bolivia,2018,Arabica,11508368.0,3600000.0,,3600000.0,0.31281585712239995,312.81585712239996
Bolivia,2019,Arabica,11671386.0,3660000.0,,3660000.0,0.3135874351169604,313.5874351169604
Brazil,1990,Arabica/Robusta,149143223.0,492000000.0,,492000000.0,3.298842482437167,3298.8424824371673
Brazil,1991,Arabica/Robusta,151724256.0,510000000.0,,510000000.0,3.361361020613606,3361.361020613606
Brazil,1992,Arabica/Robusta,154275079.0,534000000.0,,534000000.0,3.4613497102795194,3461.3497102795195
Brazil,1993,Arabica/Robusta,156794577.0,546000000.0,,546000000.0,3.4822632928178376,3482.2632928178377
Brazil,1994,Arabica/Robusta,159265006.0,558000000.0,,558000000.0,3.5035945058765767,3503.594505876577
Brazil,1995,Arabica/Robusta,161735073.0,606000000.0,,606000000.0,3.746868188571566,3746.868188571566
Brazil,1996,Arabica/Robusta,164202549.0,660000000.0,,660000000.0,4.0194260321744455,4019.4260321744455
Brazil,1997,Arabica/Robusta,166661659.0,690000000.0,,690000000.0,4.140124394177548,4140.124394177547
Brazil,1998,Arabica/Robusta,169159655.0,732000000.0,,732000000.0,4.327272954062244,4327.272954062244
Brazil,1999,Arabica/Robusta,171641543.0,762000000.0,,762000000.0,4.439484676503986,4439.4846765039865
Brazil,2000,Arabica/Robusta,174018282.0,792000000.0,,792000000.0,4.551245943227965,4551.245943227965
Brazil,2001,Arabica/Robusta,176301203.0,815400000.0,,815400000.0,4.625039342471191,4625.039342471191
Brazil,2002,Arabica/Robusta,178503484.0,825000000.0,,825000000.0,4.621758531054778,4621.758531054777
Brazil,2003,Arabica/Robusta,180622688.0,852000000.0,,852000000.0,4.7170153950980955,4717.015395098096
Brazil,2004,Arabica/Robusta,182675143.0,896760000.0,,896760000.0,4.909042277306442,4909.042277306442
Brazil,2005,Arabica/Robusta,184688101.0,932280000.0,,932280000.0,5.047861746112166,5047.861746112166
Brazil,2006,Arabica/Robusta,186653106.0,979860000.0,,979860000.0,5.249631366970127,5249.631366970127
Brazil,2007,Arabica/Robusta,188552320.0,1026600000.0,,1026600000.0,5.4446426328777076,5444.642632877708
Brazil,2008,Arabica/Robusta,190367302.0,1059600000.0,,1059600000.0,5.566081931444298,5566.081931444298
Brazil,2009,Arabica/Robusta,192079951.0,1103400000.0,,1103400000.0,5.74448293148513,5744.4829314851295
Brazil,2010,Arabica/Robusta,193701929.0,1147920000.0,,1147920000.0,5.926218731667871,5926.218731667871
Brazil,2011,Arabica/Robusta,195284734.0,1183200000.0,,1183200000.0,6.058845337086103,6058.8453370861025
Brazil,2012,Arabica/Robusta,196876111.0,1219800000.0,,1219800000.0,6.19577455997188,6195.77455997188
Brazil,2013,Arabica/Robusta,198478299.0,1205100000.0,,1205100000.0,6.0716965334331086,6071.696533433109
Brazil,2014,Arabica/Robusta,200085127.0,1219980000.0,,1219980000.0,6.097304773682653,6097.304773682653
Brazil,2015,Arabica/Robusta,201675532.0,1230480000.0,,1230480000.0,6.101285504480534,6101.285504480534
Brazil,2016,Arabica/Robusta,203218114.0,1273500000.0,,1273500000.0,6.266665775669978,6266.665775669978
Brazil,2017,Arabica/Robusta,204703445.0,1319820000.0,,1319820000.0,6.447473319269248,6447.473319269248
Brazil,2018,Arabica/Robusta,206107261.0,1332000000.0,,1332000000.0,6.462654413713256,6462.654413713256
Brazil,2019,Arabica/Robusta,207455459.0,1320000000.0,,1320000000.0,6.362811595138598,6362.811595138598
Bulgaria,1990,,8718289.0,,6120000.0,6120000.0,0.7019726003577078,701.9726003577078
Bulgaria,1991,,8632367.0,,1020000.0,1020000.0,0.1181599438485412,118.1599438485412
Bulgaria,1992,,8540164.0,,10500000.0,10500000.0,1.229484586010292,1229.484586010292
Bulgaria,1993,,8472313.0,,19620000.0,19620000.0,2.3157784656917184,2315.7784656917183
Bulgaria,1994,,8443591.0,,21180000.0,21180000.0,2.5084114093162495,2508.4114093162493
Bulgaria,1995,,8406067.0,,23580000.0,23580000.0,2.8051168281195,2805.1168281195
Bulgaria,1996,,8362826.0,,14760000.0,14760000.0,1.764953617353751,1764.953617353751
Bulgaria,1997,,8312068.0,,16500000.0,16500000.0,1.9850655697234432,1985.065569723443
Bulgaria,1998,,8256786.0,,19440000.0,19440000.0,2.3544270131259304,2354.4270131259304
Bulgaria,1999,,8210624.0,,21780000.0,21780000.0,2.652660747831103,2652.660747831103
Bulgaria,2000,,8170172.0,,16500000.0,16500000.0,2.0195413266697444,2019.5413266697444
Bulgaria,2001,,8009142.0,,21000000.0,21000000.0,2.6220037052658074,2622.003705265807
Bulgaria,2002,,7837161.0,,20460000.0,20460000.0,2.610639235304723,2610.639235304723
Bulgaria,2003,,7775327.0,,23820000.0,23820000.0,3.063536749001039,3063.536749001039
Bulgaria,2004,,7716860.0,,21840000.0,21840000.0,2.830166674009895,2830.1666740098954
Bulgaria,2005,,7658972.0,,25800000.0,25800000.0,3.368598292303458,3368.598292303458
Bulgaria,2006,,7601022.0,,25200000.0,25200000.0,3.3153436472095463,3315.3436472095464
Bulgaria,2007,,7545338.0,,21840000.0,21840000.0,2.894502539183798,2894.502539183798
Bulgaria,2008,,7492561.0,,26700000.0,26700000.0,3.5635345511367875,3563.5345511367877
Bulgaria,2009,,7444443.0,,24540000.0,24540000.0,3.2964185500513605,3296.4185500513604
Bulgaria,2010,,7395599.0,,23700000.0,23700000.0,3.2046085786966003,3204.6085786966005
Bulgaria,2011,,7348328.0,,21600000.0,21600000.0,2.939444183765341,2939.444183765341
Bulgaria,2012,,7305888.0,,22560000.0,22560000.0,3.087920318515696,3087.920318515696
Bulgaria,2013,,7160005.0,,25140000.0,25140000.0,3.511170732422673,3511.170732422673
Bulgaria,2014,,7073572.0,,22560000.0,22560000.0,3.189336307031299,3189.336307031299
Bulgaria,2015,,6984225.0,,24360000.0,24360000.0,3.4878601419627806,3487.8601419627807
Bulgaria,2016,,6894139.0,,27120000.0,27120000.0,3.933776211938866,3933.776211938866
Bulgaria,2017,,6803468.0,,24900000.0,24900000.0,3.6598981578218637,3659.8981578218636
Bulgaria,2018,,6710798.0,,25560000.0,25560000.0,3.808786972875655,3808.786972875655
Bulgaria,2019,,6616726.0,,25380000.0,25380000.0,3.835733865963318,3835.733865963318
Burundi,1990,Arabica/Robusta,5587052.0,120000.0,,120000.0,0.02147823216966658,21.47823216966658
Burundi,1991,Arabica/Robusta,5703857.0,96000.0,,96000.0,0.016830716478340883,16.830716478340882
Burundi,1992,Arabica/Robusta,5858407.0,102000.0,,102000.0,0.01741087636963427,17.41087636963427
Burundi,1993,Arabica/Robusta,5676843.0,114600.0,,114600.0,0.020187276625406057,20.187276625406056
Burundi,1994,Arabica/Robusta,5713854.0,120000.0,,120000.0,0.02100158666987291,21.00158666987291
Burundi,1995,Arabica/Robusta,6066316.0,120000.0,,120000.0,0.01978136318648748,19.781363186487482
Burundi,1996,Arabica/Robusta,6070506.0,120000.0,,120000.0,0.019767709643973664,19.767709643973664
Burundi,1997,Arabica/Robusta,6070042.0,120000.0,,120000.0,0.019769220707204334,19.769220707204333
Burundi,1998,Arabica/Robusta,6187108.0,120000.0,,120000.0,0.019395168146410246,19.395168146410246
Burundi,1999,Arabica/Robusta,6337155.0,120000.0,,120000.0,0.018935942074953194,18.935942074953193
Burundi,2000,Arabica/Robusta,6470194.0,120000.0,,120000.0,0.01854658453826887,18.546584538268867
Burundi,2001,Arabica/Robusta,6634365.0,120000.0,,120000.0,0.01808763913351165,18.087639133511647
Burundi,2002,Arabica/Robusta,6824132.0,120000.0,,120000.0,0.01758465398969422,17.58465398969422
Burundi,2003,Arabica/Robusta,7043154.0,120000.0,,120000.0,0.017037821407852222,17.037821407852224
Burundi,2004,Arabica/Robusta,7310656.0,120000.0,,120000.0,0.016414395643838255,16.414395643838255
Burundi,2005,Arabica/Robusta,7587299.0,114360.0,,114360.0,0.015072557441060383,15.072557441060383
Burundi,2006,Arabica/Robusta,7865547.0,93600.0,,93600.0,0.011899998817628323,11.899998817628322
Burundi,2007,Arabica/Robusta,8161874.0,81420.0,,81420.0,0.009975650199941828,9.975650199941828
Burundi,2008,Arabica/Robusta,8505637.0,86100.0,,86100.0,0.010122698629156171,10.12269862915617
Burundi,2009,Arabica/Robusta,8947646.0,83940.0,,83940.0,0.009381238372640134,9.381238372640134
Burundi,2010,Arabica/Robusta,9376444.0,120000.0,,120000.0,0.01279802876228984,12.79802876228984
Burundi,2011,Arabica/Robusta,9717978.0,120000.0,,120000.0,0.012348247752773262,12.348247752773261
Burundi,2012,Arabica/Robusta,10071028.0,120000.0,,120000.0,0.011915367527525492,11.915367527525492
Burundi,2013,Arabica/Robusta,10439341.0,120000.0,,120000.0,0.01149497846655263,11.49497846655263
Burundi,2014,Arabica/Robusta,10799785.0,120000.0,,120000.0,0.011111332308930223,11.111332308930223
Burundi,2015,Arabica/Robusta,11047580.0,120000.0,,120000.0,0.01086210735744842,10.86210735744842
Burundi,2016,Arabica/Robusta,11239451.0,120000.0,,120000.0,0.01067667806906227,10.67667806906227
Burundi,2017,Arabica/Robusta,11506762.0,120000.0,,120000.0,0.010428650562165099,10.428650562165098
Burundi,2018,Arabica/Robusta,11859446.0,120000.0,,120000.0,0.010118516497313618,10.11851649731362
Burundi,2019,Arabica/Robusta,12255336.0,120000.0,,120000.0,0.009791653203143512,9.791653203143511
Cameroon,1990,Robusta/Arabica,11331821.0,4998000.0,,4998000.0,0.441058855412559,441.058855412559
Cameroon,1991,Robusta/Arabica,11667180.0,4999980.0,,4999980.0,0.42855085804796017,428.55085804796016
Cameroon,1992,Robusta/Arabica,12006353.0,4999980.0,,4999980.0,0.41644452732649123,416.44452732649125
Cameroon,1993,Robusta/Arabica,12353131.0,6000000.0,,6000000.0,0.48570682201945403,485.706822019454
Cameroon,1994,Robusta/Arabica,12704903.0,6000000.0,,6000000.0,0.47225862330471946,472.25862330471944
Cameroon,1995,Robusta/Arabica,13058516.0,6000000.0,,6000000.0,0.45947027977757965,459.47027977757966
Cameroon,1996,Robusta/Arabica,13414757.0,6000000.0,,6000000.0,0.44726863110528203,447.26863110528205
Cameroon,1997,Robusta/Arabica,13775214.0,6000000.0,,6000000.0,0.43556492116928275,435.56492116928274
Cameroon,1998,Robusta/Arabica,14144860.0,6000000.0,,6000000.0,0.4241823531657436,424.1823531657436
Cameroon,1999,Robusta/Arabica,14525140.0,6000000.0,,6000000.0,0.4130769135443789,413.0769135443789
Cameroon,2000,Robusta/Arabica,14912631.0,4500000.0,,4500000.0,0.3017576174184153,301.7576174184153
Cameroon,2001,Robusta/Arabica,15309490.0,4140000.0,,4140000.0,0.2704205038835389,270.4205038835389
Cameroon,2002,Robusta/Arabica,15725528.0,4140000.0,,4140000.0,0.26326620002838697,263.26620002838695
Cameroon,2003,Robusta/Arabica,16160340.0,4140000.0,,4140000.0,0.2561827288287251,256.1827288287251
Cameroon,2004,Robusta/Arabica,16610487.0,4140000.0,,4140000.0,0.24924013365773082,249.2401336577308
Cameroon,2005,Robusta/Arabica,17074594.0,4140000.0,,4140000.0,0.2424655016687366,242.4655016687366
Cameroon,2006,Robusta/Arabica,17550407.0,4140000.0,,4140000.0,0.2358919653544217,235.8919653544217
Cameroon,2007,Robusta/Arabica,18049896.0,4140000.0,,4140000.0,0.22936420243086164,229.36420243086164
Cameroon,2008,Robusta/Arabica,18574056.0,4140000.0,,4140000.0,0.22289154291340565,222.89154291340566
Cameroon,2009,Robusta/Arabica,19113974.0,4140000.0,,4140000.0,0.21659546047305495,216.59546047305494
Cameroon,2010,Robusta/Arabica,19668066.0,4099980.0,,4099980.0,0.20845872695363132,208.45872695363133
Cameroon,2011,Robusta/Arabica,20232304.0,4201020.0,,4201020.0,0.2076392288293019,207.63922882930189
Cameroon,2012,Robusta/Arabica,20809529.0,4303980.0,,4303980.0,0.20682736259912465,206.82736259912465
Cameroon,2013,Robusta/Arabica,21402376.0,4408980.0,,4408980.0,0.20600423055832678,206.00423055832678
Cameroon,2014,Robusta/Arabica,22059893.0,4519020.0,,4519020.0,0.20485230821382497,204.85230821382495
Cameroon,2015,Robusta/Arabica,22763414.0,4560000.0,,4560000.0,0.20032144563201285,200.32144563201285
Cameroon,2016,Robusta/Arabica,23454161.0,4620000.0,,4620000.0,0.19697997297792916,196.97997297792915
Cameroon,2017,Robusta/Arabica,24128601.0,4680000.0,,4680000.0,0.19396068590963894,193.96068590963895
Cameroon,2018,Robusta/Arabica,24806383.0,4680000.0,,4680000.0,0.18866112000286378,188.66112000286378
Cameroon,2019,Robusta/Arabica,25506095.0,4620000.0,,4620000.0,0.1811331762074908,181.1331762074908
Central African Republic,1990,Robusta,2871910.0,1680000.0,,1680000.0,0.5849765487080026,584.9765487080026
Central African Republic,1991,Robusta,2963191.0,1680000.0,,1680000.0,0.566956365620711,566.9563656207109
Central African Republic,1992,Robusta,3058831.0,1680000.0,,1680000.0,0.5492294278435128,549.2294278435128
Central African Republic,1993,Robusta,3157839.0,1500000.0,,1500000.0,0.4750083838979758,475.00838389797576
Central African Republic,1994,Robusta,3257954.0,900000.0,,900000.0,0.2762469942792317,276.2469942792317
Central African Republic,1995,Robusta,3348052.0,600000.0,,600000.0,0.17920868612554405,179.20868612554406
Central African Republic,1996,Robusta,3435965.0,600000.0,,600000.0,0.17462343184520215,174.62343184520216
Central African Republic,1997,Robusta,3531700.0,600000.0,,600000.0,0.1698898547441742,169.88985474417422
Central African Republic,1998,Robusta,3628827.0,1140000.0,,1140000.0,0.3141511017196466,314.1511017196466
Central African Republic,1999,Robusta,3729450.0,1260000.0,,1260000.0,0.33785142581345773,337.85142581345775
Central African Republic,2000,Robusta,3833416.0,180000.0,,180000.0,0.04695550913336825,46.95550913336825
Central African Republic,2001,Robusta,3919487.0,180000.0,,180000.0,0.04592437734836217,45.92437734836217
Central African Republic,2002,Robusta,4006077.0,227220.0,,227220.0,0.056718829917647616,56.71882991764762
Central African Republic,2003,Robusta,4103086.0,227220.0,,227220.0,0.055377830247769606,55.37783024776961
Central African Republic,2004,Robusta,4192826.0,180000.0,,180000.0,0.04293047219226364,42.93047219226364
Central African Republic,2005,Robusta,4288810.0,180000.0,,180000.0,0.04196968389833077,41.96968389833077
Central African Republic,2006,Robusta,4377579.0,180000.0,,180000.0,0.04111861830477531,41.11861830477531
Central African Republic,2007,Robusta,4462770.0,199980.0,,199980.0,0.04481073414045537,44.81073414045537
Central African Republic,2008,Robusta,4558984.0,300000.0,,300000.0,0.0658041353073404,65.8041353073404
Central African Republic,2009,Robusta,4529047.0,499980.0,,499980.0,0.11039408511326997,110.39408511326997
Central African Republic,2010,Robusta,4492995.0,600000.0,,600000.0,0.13354121248743878,133.54121248743877
Central African Republic,2011,Robusta,4565021.0,799980.0,,799980.0,0.1752412529975218,175.2412529975218
Central African Republic,2012,Robusta,4610848.0,1000020.0,,1000020.0,0.21688418269264134,216.88418269264133
Central African Republic,2013,Robusta,4642419.0,1200000.0,,1200000.0,0.25848593158006633,258.48593158006634
Central African Republic,2014,Robusta,4623182.0,1200000.0,,1200000.0,0.25956148816983626,259.56148816983625
Central African Republic,2015,Robusta,4629320.0,1200000.0,,1200000.0,0.25921733645546213,259.21733645546215
Central African Republic,2016,Robusta,4713663.0,1200000.0,,1200000.0,0.25457908212784836,254.57908212784835
Central African Republic,2017,Robusta,4793511.0,1200000.0,,1200000.0,0.25033842626000025,250.33842626000023
Central African Republic,2018,Robusta,4878657.0,1200000.0,,1200000.0,0.24596933131392512,245.96933131392512
Central African Republic,2019,Robusta,4944703.0,1200000.0,,1200000.0,0.24268393875223648,242.6839387522365
Colombia,1990,Arabica,32440069.0,74100000.0,,74100000.0,2.2842121575018846,2284.2121575018846
Colombia,1991,Arabica,33098372.0,76140000.0,,76140000.0,2.3004152590949185,2300.4152590949184
Colombia,1992,Arabica,33760571.0,78180000.0,,78180000.0,2.3157191269069473,2315.719126906947
Colombia,1993,Arabica,34441473.0,80340000.0,,80340000.0,2.3326528455969346,2332.6528455969346
Colombia,1994,Arabica,35127410.0,82500000.0,,82500000.0,2.3485933064806086,2348.5933064806086
Colombia,1995,Arabica,35804662.0,81540000.0,,81540000.0,2.2773570659597344,2277.3570659597344
Colombia,1996,Arabica,36462745.0,80580000.0,,80580000.0,2.209926871934628,2209.926871934628
Colombia,1997,Arabica,37121149.0,79680000.0,,79680000.0,2.146485282554158,2146.485282554158
